APURCH,unique,age,gendf,gendm,pcode,atmcrd,paydep,BALCHQ,BALSAV,TOTDEP,BALLOAN,BALLOC,BALMRGG,NEWLOC,NEWMRGG,TXBRAN,TXATM,TXPOS,TXCHQ,TXWEB,TXTEL,TOTSERV,CH_NM_SERV,CH_NM_PRD,valsegm,N_IND_INC_,numrr_1,numcon_1,avginc_1,avginv_1
N,11296,53,0,1,V4C5L4,1,1,1150.725,0,1240.2475,,7516.95,144143.3625,0,0,2.583333333,8.166666667,7.666666667,4,0,0,5,0,0,B,630,250,896,31920.63492,2350
N,11304,46,1,0,V3N1B2,1,0,0,33.1075,75.97666667,,957.7483333,,0,0,3.083333333,6.25,21.66666667,0,0,0,4,0,0,D,940,,,27027.65957,3914.583333
Y,11310,27,1,0,V3W0N9,1,1,713.2341667,10.49,792.4341667,1438.67,447.7808333,,0,0,0.25,8.333333333,46.41666667,1,3.083333333,0,4.6,-1,-1,D,1380,520,2266,30894.2029,2150.793651
Y,11315,38,0,1,V5N1Y8,1,0,0,0,462.315,,30616.00917,374158.4033,0,0,2.5,6.333333333,5.75,2.916666667,5.416666667,0,5,0,0,A,940,310,1093,22427.65957,1968.965517
Y,11336,60,0,1,V5R4B7,1,0,0,2901.734167,4097.53,,7.4725,190104.079,1,1,5.25,0,2.333333333,0,0,0,4.2,3,4,D,830,340,1511,23291.56627,2839.655172
Y,11349,43,0,1,V3A1R1,1,0,424.3741667,51.30083333,12707.06833,,434.3483333,161635.6308,0,0,2.583333333,9.083333333,34.08333333,0.583333333,0,0,6,0,-2,C,660,270,1322,32850,2408
N,11374,47,0,1,V2X0H9,1,1,169.3175,0.001666667,219.3191667,12885.3175,215.5783333,111178.7242,0,0,1.666666667,2.583333333,62.75,1.25,3,0,6,0,0,A,1000,230,727,32253,1690
Y,11376,35,0,1,V5N3W3,1,1,2245.723333,3149.979167,22056.13917,11062.12417,279.2341667,298896.182,0,1,10.16666667,3.416666667,23.08333333,1.583333333,0,0,7,0,-13,D,1000,410,1689,24348,2096.875
Y,11396,46,1,0,V8R1A2,1,1,1485.9925,808.015,2468.156667,2440.616667,753.4958333,,0,0,3.916666667,0,0.083333333,2.666666667,0.833333333,0,5,0,1,D,630,230,922,26741.26984,3760.526316
Y,11400,38,0,1,V6K2C1,1,1,1231.185,97.8725,2225.705,,21728.67333,80356.13429,0,0,0.416666667,4.083333333,0.25,2.333333333,4.833333333,0,4.5,-1,-1,A,680,360,2060,40660.29412,5648.717949
Y,11402,42,0,1,V7P2B7,1,0,0,60.71833333,927.9383333,7871.595833,35748.15,202758.58,0,0,3.25,2.25,16.66666667,6.333333333,1.333333333,0,6,0,0,A,610,310,2075,44457.37705,4302.702703
Y,11407,39,0,1,V7S3G7,1,0,566.4366667,2647.08,3394.226667,29129.085,254919.9667,504001.6125,0,0,4.333333333,0,0,4.166666667,11.66666667,0,6,0,3,A,390,210,1841,47723.07692,12273.80952
Y,11415,60,0,1,V3T3Z6,0,1,4123.1975,3940.856667,12458.52,,0,21767.6675,0,0,1.25,0,0,1.833333333,0,0,5.3,0,0,D,740,220,789,24133.78378,1278.26087
Y,11419,34,0,1,V3J5S5,1,0,705.8783333,1238.813333,2001.12,16040.69,14924.2525,90870.9425,0,0,1.583333333,4,14.91666667,0.416666667,6.75,0,5.2,1,0,A,560,250,1049,34466.07143,3320
Y,11420,34,1,0,V3J5S5,1,1,0,271.4975,348.9766667,,3817.735833,120562.5025,0,0,0.5,2.916666667,14.41666667,2.5,1.833333333,0,5,0,0,B,560,250,1049,34466.07143,3320
Y,11472,30,0,1,V6E1P1,1,1,260.5208333,344.9725,679.7883333,,1780.6325,,0,0,0.333333333,14.25,34.66666667,3,0.416666667,0,4,0,0,D,530,230,985,32283.01887,1800
Y,11483,60,0,1,V3W0T6,1,1,1706.07,0,2626.203333,,19.70333333,,0,0,0.833333333,5.5,14.58333333,0.333333333,3.916666667,0,4.2,0,0,D,900,250,826,21795.55556,1400
Y,11497,48,0,1,V3C6B5,1,1,901.5625,0,969.87,,28075.67167,226750.2042,0,0,1.416666667,6.083333333,10,2.416666667,3.583333333,0,5,0,1,A,1490,720,3493,38211.4094,2105.882353
Y,11508,42,0,1,V3M2Z4,1,0,1528.780833,2685.3775,4335.858333,,571.1616667,91862.58667,0,0,1,5.166666667,12.41666667,2.833333333,7.333333333,0,5,0,2,C,830,310,1369,32132.53012,2865.789474
N,11513,33,1,0,V3V6L9,0,0,835.4708333,1464.200833,2313.234167,,0,,0,0,2.75,0,0,0.5,0.25,0,4,0,0,D,940,260,893,20480.85106,1770
Y,11521,34,0,1,V3V5M3,1,1,714.3383333,121.0533333,1006.379167,12751.77667,4696.545833,151844.5158,0,0,21,22.91666667,1.833333333,6,0,1.166666667,6,0,1,A,590,180,646,28581.35593,1445
Y,11545,43,0,1,V7C5R9,1,1,1697.835833,542.1766667,2308.085,,0,,0,0,0.75,2.666666667,22.33333333,1.25,6.333333333,0,4,0,0,D,760,400,1859,33269.73684,2442.222222
N,11549,31,0,1,V2R3C4,1,1,8333.255833,1437.730833,15171.23167,,0,,0,0,0.75,0.416666667,21.5,0.583333333,8.333333333,0,5,0,-2,D,12070,4080,16395,28209.27921,3466.356589
Y,11553,34,0,1,V3H3W8,1,1,22529.9575,1008.63,24051.2025,,449.1216667,279939.335,0,0,3.166666667,7.666666667,62.08333333,5.833333333,4.666666667,0,5,0,0,A,790,270,1301,30322.78481,2396.296296
N,11571,43,0,1,V5J1X6,1,1,16259.8,0,18860.5825,,0,,0,0,3.333333333,5.416666667,20.25,5.166666667,0,0.083333333,4.5,-1,0,D,570,290,1265,34066.66667,3664.102564
N,11600,35,1,0,V4B3B9,1,0,254.5791667,1215.954,1325.184167,846.3033333,58.895,,0,0,0.583333333,2.083333333,8.333333333,0.25,0.916666667,0,4.1,-1,0,D,570,230,1259,40454.38597,5464.705882
N,11621,43,0,1,V7L1C1,0,0,0,13.44,76.7375,,7453.419167,,0,0,1.083333333,0,0,0,0,0,4,0,0,D,110,,,28809.09091,10650
Y,11623,36,0,1,V7H1H2,1,1,0,142.4316667,481.7691667,,6895.790833,185692.2325,0,0,0.916666667,11.16666667,6.583333333,4.5,6,0,5,0,1,A,870,360,2220,42075.86207,4646.666667
N,11642,36,1,0,V3A8H1,0,0,0,0,8598.635833,,4207.39,104440.8775,0,0,1.25,0,0,0,0,0,6,0,-1,B,540,230,1090,34850,3176
Y,11660,39,1,0,V3S7C6,1,1,497.6075,182.6991667,783.8941667,17353.71,14644.51417,,0,0,1,1.083333333,15.83333333,0.25,9.916666667,0,5,0,2,C,1100,500,2894,39920,3613.793103
N,11677,35,0,1,V2V7A4,1,1,648.9228571,0,468.345,6423.044286,4981.322857,137445.8617,1,1,2.416666667,4.5,54.83333333,2.583333333,5.083333333,0,4.7,4,9,E,860,340,1214,36248.83721,1786.206897
Y,11696,33,1,0,V1M1M5,1,0,247.1608333,273.6558333,605.0591667,,2728.984167,358166.885,0,0,5.333333333,8,28.16666667,9.916666667,0,0.166666667,5,0,-1,A,13750,5740,27944,37751.63636,3879.678363
Y,11765,39,0,1,V8L5J2,1,1,3943.333333,1713.679167,6031.8275,5841.986667,11725.235,295803.0183,0,1,1.833333333,8.416666667,16.75,9.5,4,0,5.6,1,2,C,5900,2570,13721,37658.64407,7834.222222
N,11769,53,0,1,V8S3W3,0,0,1189.794167,11467.75417,12938.11833,,16676.66667,,0,0,2.666666667,0,0,3.166666667,0,0,4,0,0,D,620,310,1439,35759.67742,5144.736842
Y,11798,45,1,0,V3J7K1,1,1,21.97666667,0.69,213.1866667,1372.419167,5349.34,,0,0,0.833333333,3.083333333,0,2.5,3.166666667,0,5.2,-1,-1,D,720,330,1431,32761.11111,1563.333333
Y,11823,55,1,0,V5E2E5,1,1,5813.379167,514.3608333,64944.80583,,0,,0,0,4,0,0,2.75,3.916666667,0,5,0,1,C,730,,,21506.84931,2787.096774
Y,11866,43,1,0,V5N1P4,1,1,436.715,5039.9225,15697.065,,470.8166667,57648.06667,0,0,0.583333333,10.58333333,50.33333333,6,6.083333333,0,6,0,0,C,920,420,1915,31086.95652,2686.666667
Y,11892,37,0,1,V7W1H7,1,1,8399.9375,280.4425,18097.66167,3745.346667,61637.3975,,0,0,3.25,10.33333333,0.583333333,6.75,6.833333333,0,4.2,-2,-5,B,230,120,908,102830.4348,15585.71429
Y,11911,47,0,1,V5G1N5,1,1,27109.99417,5225.725,32726.31917,,0,,0,0,0.25,3,0,1.833333333,0,0,4,0,0,D,790,350,1468,29091.13924,2141.025641
N,11919,43,0,1,V3M2R6,1,1,1967.273333,159.5333333,2287.334167,,13857.42,,0,0,0.333333333,5.75,1.166666667,2.083333333,0,0,4,0,0,D,770,230,707,29310.38961,2251.612903
N,11920,41,1,0,V5B3L7,1,0,3095.905833,1138.131667,4309.0225,,71.73,,0,0,0.666666667,5.083333333,6.083333333,5.25,0,0,4,0,0,D,550,250,1098,29221.81818,4304.255319
Y,11934,44,0,1,V3W9Y3,1,0,235.4533333,8914.843333,9217.704167,,1882.549167,205972.4617,0,1,2.666666667,5.333333333,20.5,3.333333333,3.166666667,0,4.6,1,1,D,940,320,1122,25558.51064,1181.481482
N,11949,40,0,1,V3C1K8,1,1,568.8658333,132.7258333,818.0491667,5167.475833,164.0341667,164476.6933,0,0,1.75,4.25,25,1.5,0,0,6,0,0,B,600,280,1038,34206.66667,1430.434783
N,11979,50,1,0,V9X1R6,1,0,65.485,0,163.0875,,0,,0,0,0.083333333,0,0,0,0,0,4,0,0,E,3870,1400,5078,28131.00775,3307.831325
N,11989,40,1,0,V3C5T9,1,1,9993.055833,0,44306.9475,,0,,0,0,0.916666667,1.583333333,8.75,2.083333333,0.25,0.083333333,5,0,0,D,1140,540,2759,37857.89474,3772.857143
N,11998,51,1,0,V6K1B4,1,0,2158.499167,76.2875,2341.131667,,35206.48,134254.1,0,0,1.5,0.166666667,0,0.916666667,0,0,3,0,-2,A,680,340,1715,37432.35294,3872.727273
N,12030,40,1,0,V3J3V9,1,1,625.7066667,41.785,721.5316667,,3.945714286,,1,0,0.833333333,12.91666667,17.08333333,0.583333333,1,0,3.7,1,0,E,860,300,983,24598.83721,2608.333333
N,12036,49,0,1,V7V2V8,1,0,2416.870833,28.99,170577.7967,,0,,0,0,4.25,0,0,0.083333333,0,0,5,0,-3,C,340,180,1435,68891.17647,13148.48485
Y,12065,33,0,1,V4B3G7,1,1,7086.0075,0,7173.345,5579.02,746.9658333,,0,0,2.833333333,3.083333333,18.83333333,2.166666667,0.083333333,0,4,0,-3,D,330,140,679,29860.60606,4456.666667
Y,12074,32,0,1,,1,1,8412.385833,0,8591.313333,6023.871429,2178.915833,180931.5667,0,0,1.333333333,3.666666667,13.33333333,7.333333333,2.083333333,0,4,-1,-1,B,,,,,
N,12081,24,0,1,V3L3J3,1,0,508.5183333,0,516.0383333,,0,,0,0,1.25,0.5,8.416666667,1,0,0,3.8,-1,-2,E,580,,,34339.65517,2156
N,12110,59,0,1,V6R2C8,1,1,70.4625,1953.0925,2140.6525,,8594.6525,,0,0,1.75,4,0.083333333,3.416666667,0.666666667,0,4,0,0,C,550,270,1654,48861.81818,5805.405405
Y,12179,61,0,1,V3K4X8,0,0,0,0,30563.1475,,3606.294167,,0,0,7.666666667,0,0,1.666666667,0,0,5,0,0,D,320,130,448,28903.125,1842.857143
Y,12255,43,0,1,V6G1P4,1,0,1283.416667,0,9786.7225,,2356.951667,102287.9808,0,0,2,7.666666667,6.25,7,0,0.083333333,5.7,-1,-3,C,410,160,684,32126.82927,3933.333333
N,12279,65,0,1,V5X4W5,1,1,285.8075,12,20974.355,,63.87333333,,0,0,0.833333333,16.66666667,0.083333333,1,0,0,5,0,1,D,1150,290,1194,22453.04348,3550.847458
Y,12296,27,0,1,V1M3E2,1,1,1263.2525,3.35,1332.055,20916.9975,4228.551667,,0,0,0.333333333,3.25,0.083333333,1.666666667,5.083333333,0,4.4,1,1,D,13750,5740,27944,37751.63636,3879.678363
N,12311,57,0,1,V5Y2M4,1,1,6570.901667,1462.476667,8167.660833,,0,,0,0,3.583333333,1.25,40.5,0.916666667,0,0,4,0,0,D,240,120,603,34566.66667,7063.333333
N,12355,27,1,0,V5P1L3,1,1,18.9925,1.498333333,101.1808333,,719.3491667,,0,0,0.083333333,4.083333333,18.75,4,0,0.083333333,4,0,0,D,940,390,1538,21502.12766,2781.25
Y,12365,35,0,1,V3L3A6,1,0,1012.34,529.1075,1786.481667,,6026.411667,436111.7375,0,0,5,4.416666667,0.166666667,10.83333333,0,0.083333333,5,0,0,C,580,340,1590,43120.68966,4744.827586
N,12377,48,0,1,V5X1C9,1,1,1996.548333,1646.968333,3847.824167,,0,275740.8867,0,0,1.583333333,0.75,5.916666667,0.75,1.583333333,0,5,0,0,B,900,400,1708,23505.55556,2709.803922
Y,12469,33,0,1,V5P4J3,1,0,497.3675,6104.690833,8456.908333,8669.683333,982.42,,0,0,2.75,2,11.25,3.333333333,1.916666667,0,6,0,0,C,910,390,1670,23417.58242,2988.135593
N,12496,40,1,0,V6K4T4,1,1,5536.143333,8.77,5709.820833,,0,,0,0,0.833333333,0.75,0.083333333,2,2.416666667,0,4,0,0,D,620,350,1944,41330.64516,3897.368421
N,12503,63,1,0,V6R1S2,1,1,3254.656667,374.2308333,3749.165,,0,,0,0,5.75,7.583333333,7.833333333,7.5,0,0,4,0,0,D,470,250,1292,40278.7234,5264.516129
N,12566,52,1,0,V6K4T1,1,0,269.4633333,0,325.1258333,,1.595833333,,0,0,1.75,0,0,0.083333333,0,0,4,0,0,D,620,350,1944,41330.64516,3897.368421
Y,12597,50,0,1,V3W1K6,0,1,521.2133333,5.25,601.0358333,,11.65666667,,0,0,2.75,0,0,4.25,0,0,4,0,0,D,1060,230,886,18967.92453,1858.823529
Y,12602,30,0,1,V5R5V7,1,1,1717.934167,12980.5225,15441.31667,,162.8575,,0,0,2.833333333,2.75,3.166666667,0.833333333,0.666666667,0,5,0,0,D,840,410,1766,25298.80952,2668.656716
N,12619,42,0,1,V4C2V9,1,1,24.71416667,6.4125,101.7625,,7172.009167,162381.2658,0,0,1.333333333,7.333333333,7.5,1.5,5.916666667,0,5,0,0,D,850,280,988,27120,1421.428571
Y,12631,55,1,0,V8K2E1,1,0,0,0,1163.0125,494.8933333,15907.06417,,0,0,0.916666667,0.083333333,0,0,0,0,4.3,-2,-2,C,4410,1480,7262,24328.57143,6904.587156
Y,12641,59,0,1,V1M1B4,1,0,15487.97833,37.29,15637.10583,,0,,0,0,0.25,0.333333333,1.833333333,2.25,0,0,4,0,0,D,13750,5740,27944,37751.63636,3879.678363
N,12649,59,1,0,V9A1P3,0,0,410.1991667,2530.334167,3373.973333,,172.3725,,0,0,0.75,0,0,3.416666667,0,0.083333333,4,0,0,D,760,270,827,25884.21053,3560.714286
N,12696,56,0,1,V3J5L4,0,0,1827.598333,0,14088.68417,,0,12944.9825,0,0,3.75,0,0,12.33333333,0,0,6,0,0,D,560,250,1049,34466.07143,3320
Y,12721,25,0,1,V5T4R4,1,1,2130.500833,437.5233333,2583.926667,3375.14,0,,0,0,1.416666667,8.583333333,22.91666667,0,3.416666667,0,5,0,0,D,500,200,846,26924,2627.777778
N,12746,52,0,1,V6K3M2,0,0,152.2241667,0,207.1341667,,0.265,,0,0,0.5,0,0,0.083333333,0,0,4,0,-1,E,700,380,2210,41470,6927.5
N,12762,23,1,0,V7T2N8,1,0,0,94.25142857,119.165,,6763.06,,0,0,0.833333333,1.25,1.083333333,0,0,0,3.7,1,1,D,520,170,1373,38103.84615,7551.851852
N,12788,55,0,1,V6R2P3,1,1,7330.935833,66.515,9027.668333,,0,,0,0,2.416666667,5.416666667,16.16666667,7.833333333,5.833333333,0,4,0,-1,D,470,230,1725,64182.97872,9186.842105
Y,12789,43,0,1,V6S1N9,1,1,2063.27,1098.194,4785.595833,9223.881667,0,,0,0,1.166666667,8.166666667,11.66666667,0.75,7,0,5.2,-1,-1,D,450,200,1259,52848.88889,5991.891892
Y,12819,42,1,0,V6K1S4,1,1,0,0,80.7775,17609.55667,4061.1575,,0,0,0.75,11.08333333,37.08333333,1.833333333,5.583333333,0,5,0,0,C,690,360,1834,38546.37681,3636.666667
Y,12859,47,0,1,V3S7S1,1,1,3291.6275,133.87,49861.3975,,6883.282,207078.6833,1,1,2.333333333,0.083333333,0,1,0,0,4.5,1,2,D,1330,520,2624,32206.01504,3030.357143
Y,12863,58,0,1,V2T3N9,1,0,916.8858333,0,1051.425833,,12763.70333,,0,0,6.666666667,1.333333333,13.08333333,4.75,7.083333333,0,4,0,-2,C,580,220,680,21377.58621,4003.773585
N,12896,50,1,0,V2Z1V3,1,1,1036.12,1476.861667,2586.956667,,124.0408333,,0,0,0,10.58333333,27.41666667,4.666666667,0.083333333,0,4,0,0,D,7650,2650,13706,32769.15033,5222.371365
Y,12905,51,0,1,V6K1B9,1,0,0,1024.5825,1608.7475,10742.87833,7031.880833,,0,0,6,7.833333333,6.333333333,5.583333333,0,0,6,0,0,C,610,300,1710,43504.91803,4786.111111
Y,12921,56,0,1,V3V1T1,1,1,0,189.3441667,440.8441667,9672.129167,10164.07417,162465.4117,0,0,0.166666667,10.25,12.91666667,3.416666667,0,0,6,0,-2,B,1130,350,1294,23838.93805,1812.820513
Y,12979,61,0,1,V3N3S7,0,0,108.5391667,13552.21,174754.1675,,0,,0,0,1.333333333,0,0,0,0,0,5,0,-3,C,660,,,28862.12121,2688.235294
N,12999,60,0,1,V7V2W6,0,0,0,90.94083333,328.6058333,,124.7216667,,0,0,0,0,0,0,0,0,4,0,0,E,370,170,1765,64554.05405,10853.125
N,13011,36,0,1,V4K4Y7,1,1,2209.21,20.12,11761.2475,,285.3558333,,0,0,0,9.583333333,2.833333333,2.833333333,5,0,4,0,0,D,12360,5590,26065,35911.00324,3229.787234
N,13067,60,0,1,V4C7A7,1,0,428.515,0,4065.755,10160.0125,25585.82333,132847.9283,0,0,0.833333333,27.58333333,0,18.58333333,0.083333333,0.083333333,6.3,0,0,A,860,320,1222,27939.53488,1975
Y,13072,45,0,1,V3K2R9,1,1,10677.01167,736.82,96981.17917,,584.3675,,0,0,1,3.25,10,6.25,0,0,4.4,-1,-2,B,210,80,314,31109.52381,5836.363636
N,13076,44,1,0,V5A1C4,1,1,0,109.3625,18563.88917,,2761.204167,138117.4025,0,0,0.333333333,6.166666667,41.66666667,3.75,6.583333333,0.083333333,6,0,0,B,570,220,903,33008.77193,5544.444444
Y,13098,47,0,1,V6Y3X1,1,1,4601.790833,13.02416667,8403.77,,0,,0,0,5,5.166666667,11.25,4.916666667,4,0.083333333,5,0,0,D,1090,430,1689,23801.83486,2733.333333
Y,13153,47,0,1,V5G4B5,1,0,7016.409167,2013.276667,11843.58833,,4785.840833,134600.7917,0,0,4.416666667,9.083333333,3.25,10.33333333,3.5,0,5.3,0,2,B,820,410,1867,37417.07317,1836.363636
Y,13225,45,0,1,V5N4Z5,1,0,638.8016667,0,735.3641667,,232.025,,0,0,0.583333333,1.833333333,3.833333333,1.083333333,3.166666667,0,4,0,0,D,800,280,985,21352.5,2637.209302
Y,13256,34,1,0,V3X2T5,1,0,2408.423333,0,3125.165833,,15029.67667,240301.9925,0,0,3.666666667,2.166666667,0.666666667,5.916666667,0,0,5,0,0,A,400,180,1004,44152.5,7545.454546
Y,13294,52,0,1,,1,0,2275.636667,1587.060833,4502.3075,23674.70571,131.1008333,,0,0,5.083333333,21.16666667,13.25,5.5,1.25,0.083333333,5.7,1,-1,D,,,,,
Y,13298,58,1,0,V3K5W8,1,1,307.57,887.3758333,1292.758333,,271.5775,,0,0,1.583333333,3.166666667,20.41666667,6.833333333,3.583333333,0,4,0,0,D,660,310,1569,36145.45455,2494.444444
Y,13318,38,0,1,V3R8G9,1,1,0,598.9566667,1114.240833,,1499.268333,129425.1008,0,0,1.333333333,11.41666667,10.16666667,6.5,3.916666667,0,5.3,-1,-2,A,950,300,924,25826.31579,1778.378378
Y,13326,53,1,0,V5B3C5,1,0,151.0741667,0.05,113228.6142,,748.8616667,151875.3058,0,0,3.583333333,0,0,0.333333333,0,0,5.7,0,0,C,730,310,1344,27343.83562,4222.44898
N,13334,48,0,1,V7E1W1,0,1,64.8425,2381.949167,20907.70667,,3246.006667,76394.485,0,0,6.083333333,0,0,0,1.333333333,0,6,0,0,C,790,390,1705,34837.97468,3002.272727
N,13336,50,0,1,V7L2K9,1,0,1185.831667,0,1458.349167,,3956.916667,171467.5292,0,0,0.916666667,0,0,0.083333333,0,0,5,0,0,C,630,,,38531.74603,3635.897436
Y,13377,59,0,1,V4C1X1,1,1,17050.1475,7985.935,25163.2325,,0,,0,0,3.333333333,0,0,7.583333333,4.583333333,0,4,0,0,D,920,350,1507,29110.86957,1741.025641
Y,13405,36,0,1,V2P2Z4,1,1,500.2966667,727.9283333,1454.535,,0,102426.8117,0,0,0.583333333,7.583333333,49.66666667,0.583333333,5.083333333,0,5,0,0,D,520,160,428,24046.15385,2550
N,13413,48,0,1,V2X9K9,0,0,0,0,23.735,,9245.251667,,0,0,0,0,0,0,0,0,4,0,0,D,1090,440,1515,31418.34862,1873.170732
Y,13462,65,1,0,V3C1C3,0,0,7943.21,151.1933333,2446.443333,2423.455,15740,173309.975,1,1,1.916666667,0,0,0.25,0,0,4.1,2,2,D,1030,460,2221,39440.7767,3367.241379
Y,13494,40,1,0,V5P4W2,1,0,21572.45417,0.52,22134.03167,16876.91917,12863.53583,170307.2558,0,0,1,9.5,32.16666667,3.666666667,0,0,6,0,2,A,460,210,1396,34578.26087,3392
Y,13511,51,1,0,V7V4B3,1,1,624.63,2756.1,10702.335,,5352.944167,181321.575,0,0,0.5,14.83333333,19.91666667,10.08333333,0,0,6,0,0,A,400,180,1429,57300,7691.428571
Y,13551,40,0,1,V2T5L4,1,0,1244.531667,0,1502.564167,15414.326,4629.314167,184143.0608,0,0,0.833333333,3.083333333,0,0.083333333,0,0,5.8,-1,-1,A,24490,7350,27942,24255.20621,3195.428571
Y,13555,49,0,1,V5H3R8,1,0,2374.86,13.39,2477.2675,9630.323,96.69583333,27848.275,0,0,4.083333333,3.25,0.166666667,0.166666667,0,0,5.8,1,0,D,430,150,969,35646.51163,4662.962963
Y,13572,52,0,1,V4A9C1,1,0,1159.61,1638.415833,3044.388333,13643.832,811.7933333,165640.0308,0,0,1.083333333,12.75,46.08333333,4.166666667,0,0,5.3,-1,-1,C,540,250,1286,35825.92593,5223.255814
Y,13628,48,0,1,V3S5L4,1,1,13960.73,893.7266667,17170.48583,,11859.90667,,0,0,2.5,1.666666667,0,7.833333333,0,0,4.1,-1,-1,D,350,140,663,30491.42857,3311.764706
N,13641,62,0,1,V8K1M9,0,0,0,444.9458333,560.8183333,,18388.54667,,0,0,1.416666667,0,0,0.916666667,0,0,4,0,0,C,4410,1480,7262,24328.57143,6904.587156
N,13713,48,1,0,V6P6A4,0,0,0,86.1675,666.6175,,2068.009167,,0,0,7.333333333,0,0,2.75,0,0,4.3,-1,-1,D,800,280,1183,28825,5356.521739
N,13749,68,1,0,V3L5L4,1,0,234.1583333,6.015,327.5383333,,0,,0,0,0.083333333,0,0,0.083333333,0,0,4,0,0,E,590,,,31522.0339,3466.666667
Y,13862,53,1,0,V6J5G4,0,0,0.07,0,860.5091667,,1529.015,15954.47333,0,0,0.833333333,0,0,0.416666667,0,0,5.1,-1,-1,D,450,220,1548,59862.22222,18823.80952
Y,13879,62,0,1,V5L2V2,1,0,1196.260833,1223.485556,17691.945,,1027.106667,,0,0,1.25,0,0,1.333333333,0,0,4.7,-1,0,D,760,330,1419,28700,3064.864865
Y,13884,54,1,0,V4E2A9,1,0,92.35666667,773.4616667,1120.455833,1695.1875,229.1741667,37509.93667,0,0,4.5,0.083333333,0,0,2.833333333,0.083333333,6,0,0,D,770,300,1470,30057.14286,2431.707317
Y,13891,43,1,0,V3Y1H1,1,1,1622.155,279.69,3101.419167,7211.128333,8779.856667,122032.21,1,0,0.5,13.08333333,40.58333333,7.25,5.666666667,0,4.8,0,3,B,7610,3030,12833,32986.72799,2277.022654
Y,13901,49,1,0,V5W3J5,1,0,9270.910833,1908.848333,33968.48083,,0,,0,0,3.166666667,0.833333333,22.25,1.166666667,0,0,5,0,0,D,580,260,1000,23312.06897,3367.5
Y,13903,41,0,1,V4M2P5,1,1,60.6525,413.3741667,708.6383333,4160.399167,9770.3275,235385.8883,0,0,0.25,9.5,14.41666667,4.833333333,8.583333333,0,6,0,-1,A,550,260,1533,38221.81818,3626.666667
N,13913,41,0,1,V5C2E2,1,0,0,0,50.39916667,,2185.448333,,0,0,1.25,3.833333333,0,2.416666667,0,0,4,0,0,D,750,290,1035,25910.66667,3665.217391
N,13952,57,1,0,V3M2G3,1,1,959.82,961.7691667,7416.409167,,0,,0,0,1.666666667,3,19.5,4.25,0.666666667,0,5,0,0,D,1020,,,31328.43137,1968.571429
Y,13981,25,0,1,V5S4E9,1,0,0,0,38.76,,9539.090833,,0,0,3,0,0,0.166666667,0,0,4,0,0,C,560,240,1106,30014.28571,5877.5
Y,13989,51,0,1,V5C2H2,1,0,2323.398333,2164.116667,4605.105,,4458.173333,124636.0467,0,0,3.416666667,6.333333333,8.916666667,1.75,6.416666667,0,5,0,0,B,560,270,1192,32782.14286,3489.189189
N,14002,40,0,1,V2V5S2,1,1,0,63.3175,2265.235,,5208.18,98825.35333,0,0,0.5,12.5,4.583333333,1.083333333,0,0,6,0,0,B,650,180,507,26538.46154,1653.333333
Y,14055,43,0,1,V6A4H6,1,1,647.48,24.28,37519.03083,,1532.755,,0,0,1.416666667,5.5,9.75,5,5.583333333,0,5,0,0,D,280,100,364,26750,1608.333333
Y,14100,53,0,1,V5A3A8,0,0,0,0,447.1025,,17832.35583,,0,0,1.5,0,0,0.416666667,0,0,4,0,0,D,180,80,502,39950,5081.25
N,14143,58,1,0,V6G1L3,1,0,0,1073.261667,1210.856667,,3906.059167,,0,0,0.916666667,5.666666667,22.33333333,1.75,0.666666667,0,4,0,0,D,410,170,699,30112.19512,2473.333333
Y,14154,41,1,0,V3B5R4,1,1,3889.633333,274.2316667,4473.805,,0,58968.73667,0,0,1.666666667,5.666666667,31.58333333,4.25,5.166666667,0,5,0,0,C,420,170,633,30690.47619,2618.75
Y,14166,44,0,1,V3J7N9,1,0,5558.405833,0,12613.53333,,0,,0,0,0.583333333,9,0.083333333,3.166666667,0,0,5,0,1,D,650,260,1180,31055.38462,2153.333333
Y,14193,61,0,1,V5T1V1,1,1,798.0108333,242.6483333,1099.621667,,2161.205833,,0,0,6.75,3.916666667,0,2.5,0,0,4,0,0,D,870,300,1021,21559.77012,1227.586207
Y,14210,29,1,0,V8P3G8,1,1,82.03833333,12.87833333,155.7691667,14924.34833,2818.48,,0,0,0.166666667,9.083333333,81.75,12.91666667,9.916666667,0,5,0,0,D,250,120,1030,34116,11864.70588
Y,14217,47,0,1,V4B4B8,1,1,19005.17917,88.29166667,24160.17833,,0,,0,0,0.5,4,4.083333333,5.083333333,4.333333333,0,4.2,0,0,D,450,190,896,36766.66667,6250
Y,14219,49,0,1,V3R0S3,1,0,0,335.6675,1179.788333,,10951.74,16803.00417,0,0,0.916666667,3.583333333,17.5,1.5,3.416666667,0,5.1,0,0,D,970,400,1623,28721.64949,2559.183674
Y,14226,49,1,0,V3S2K5,0,0,0,0,64.5,,4373.899167,,0,0,10.16666667,0,0,0.75,0,0,4,0,0,D,950,330,1273,25387.36842,2512.820513
Y,14233,50,1,0,V4A1R7,1,0,1293.1125,3204.591667,4563.516667,,0.406666667,,0,0,0.166666667,0.083333333,0,0.083333333,0,0,4,0,0,D,350,130,682,29371.42857,7876.086957
